# id,name,mesonet,lat,lon,elevation,agl,cit,state,country,active
D8609,DW8609 Denver                     CO US,APRSWXNET,39.57865905761719,-104.95704650878906,1709.0,-9999.0,null,null,null,true
SUSW2,ELK RIVER NEAR SUTTON 2SE        WV US  USARMY-COE,HADS2,38.662498474121094,-80.709716796875,243.8000030517578,-9999.0,null,null,null,true
AS631,ON7BE-5 Lierneux                     BE,APRSWXNET,50.27299880981445,5.848830223083496,446.0,-9999.0,null,null,null,true
AR300,KF4CQ The Villages                FL US,APRSWXNET,28.939180374145508,-81.92938232421875,29.0,-9999.0,null,null,null,true
AT963,KJ4YLP Seneca                     SC US,APRSWXNET,34.704429626464844,-83.00575256347656,274.0,-9999.0,null,null,null,true
AS632,SV3BEF-4 Korifi                      GR,APRSWXNET,37.75986099243164,21.437929153442383,299.0,-9999.0,null,null,null,true
AR301,N5KUK Norman                      OK US,APRSWXNET,35.220829010009766,-97.41416931152344,371.0,-9999.0,null,null,null,true
AT961,NL3D-13 Anchorage                 AK US,APRSWXNET,61.12746047973633,-149.7539825439453,210.0,-9999.0,null,null,null,true
D8600,DW8600 Kendall                    NY US,APRSWXNET,43.36766815185547,-78.00682830810547,86.0,-9999.0,null,null,null,true
D8601,DW8601 Herndon                    VA US,APRSWXNET,39.00333023071289,-77.36750030517578,85.30000305175781,-9999.0,null,null,null,true
AT960,WA3USG Mechanicsburg              PA US,APRSWXNET,40.17782974243164,-77.07350158691406,200.0,-9999.0,null,null,null,true
AR304,AA6HF-5 Cathedral City            CA US,APRSWXNET,33.84918975830078,-116.48072052001953,134.0,-9999.0,null,null,null,true
AT965,KC7MRQ Ronan                      MT US,APRSWXNET,47.526798248291016,-114.09200286865234,935.7000122070312,-9999.0,null,null,null,true
AR302,N4NW Stafford County              VA US,APRSWXNET,38.46083068847656,-77.46282958984375,101.5,-9999.0,null,null,null,true
AR303,DL1BLU Schortens                     DE,APRSWXNET,53.54716873168945,7.954999923706055,5.0,-9999.0,null,null,null,true
AT964,IW0GZ Monterotondo                   IT,APRSWXNET,42.05582809448242,12.616669654846191,160.0,-9999.0,null,null,null,true
FFTK2,KENTUCKY RIVER AT LOCK AND DAM 4 KY US  USARMY-COE,HADS2,38.2016716003418,-84.88166809082031,152.39999389648438,-9999.0,null,null,null,true
GSTK2,KENTUCKY RIVER LOCK 3 AT GEST    KY US  USARMY-COE,HADS2,38.41667175292969,-84.88082885742188,149.39999389648438,-9999.0,null,null,null,true
STP5,Alma, WI,gpsmet,44.30390167236328,-91.90299987792969,384.0985107421875,-9999.0,null,null,null,true
C5307,CW5307 Columbia                   MD US,APRSWXNET,39.19599914550781,-76.79566955566406,100.5999984741211,-9999.0,null,null,null,true
MODP1,WEST BRANCH BRANDYWINE CREEK AT  PA US        USGS,HADS2,39.961669921875,-75.80166625976562,80.80000305175781,-9999.0,null,null,null,true
C7969,CW7969 Altos de Pipe                 VE,APRSWXNET,10.395509719848633,-66.98650360107422,1714.0,-9999.0,null,null,null,true
ELKC1,ELK VALLEY 5S                    CA US         NWS,HADS2,41.99306106567383,-123.71861267089844,519.7000122070312,-9999.0,null,null,null,true
UTDEV,I-84 @ Devils Slide              UT US UTAH DOT,utmesnet,41.056800842285156,-111.5322036743164,1600.199951171875,-9999.0,null,null,null,true
ELKC2,ELK RIVER                        CO US SNOTEL,utmesnet,40.849998474121094,-106.97000122070312,2651.800048828125,-9999.0,null,null,null,true
C5302,CW5302 Roseburg                   OR US,APRSWXNET,43.224998474121094,-123.38133239746094,125.0,-9999.0,null,null,null,true
BCP,BLACK CROOK PEAK                 UT US TOOELE,utmesnet,39.99004364013672,-112.54368591308594,2827.0,-9999.0,null,null,null,true
AS628,K9SCH Enumclaw                    WA US,APRSWXNET,47.19449996948242,-121.98716735839844,226.0,-9999.0,null,null,null,true
AT959,DL9MSR-6 Wendelstein                 DE,APRSWXNET,49.3494987487793,11.10669994354248,343.8999938964844,-9999.0,null,null,null,true
D8618,DW8618 Nerja                         ES,APRSWXNET,36.75917053222656,-3.8738300800323486,86.0,-9999.0,null,null,null,true
AS629,W7PLZ-3 Litchfield Park           AZ US,APRSWXNET,33.52867889404297,-112.35314178466797,331.0,-9999.0,null,null,null,true
BCBA3,BURRO CREEK AT U.S. 93 BRIDGE    AZ US        USGS,HADS2,34.54167175292969,-113.44444274902344,582.5,-9999.0,null,null,null,true
AT958,W0DP Ames                         IA US,APRSWXNET,42.07830047607422,-93.65869903564453,298.0,-9999.0,null,null,null,true
D8619,DW8619 Monroe                     NY US,APRSWXNET,41.30141830444336,-74.16699981689453,238.0,-9999.0,null,null,null,true
AS626,K3WIL-2 West Chester              PA US,APRSWXNET,39.817169189453125,-75.8331298828125,130.0,-9999.0,null,null,null,true
AT957,NV6B North Fork                   CA US,APRSWXNET,37.24903869628906,-119.56051635742188,942.9000244140625,-9999.0,null,null,null,true
AS627,W3QA-2 West Chester               PA US,APRSWXNET,39.97800064086914,-75.6363296508789,128.0,-9999.0,null,null,null,true
ORAI3,TIPPECANOE RIVER AT ORA          IN US        USGS,HADS,41.15721893310547,-86.56360626220703,214.89999389648438,-9999.0,null,null,null,true
AS621,K6TGT Granada Hills               CA US,APRSWXNET,34.299320220947266,-118.5124282836914,431.0,-9999.0,null,null,null,true
AT951,N6DQX Redmond                     OR US,APRSWXNET,44.265830993652344,-121.26667022705078,922.0,-9999.0,null,null,null,true
RNDI2,REND LAKE NEAR REND              IL US  USARMY-COE,HADS2,38.033329010009766,-88.95667266845703,138.6999969482422,-9999.0,null,null,null,true
D8611,DW8611 Rougemont                     CH,APRSWXNET,46.4900016784668,7.211999893188477,1018.0,-9999.0,null,null,null,true
AT950,KG4GWW Marietta                   GA US,APRSWXNET,34.019500732421875,-84.47367095947266,335.29998779296875,-9999.0,null,null,null,true
D8613,DW8613 Ten Sleep                  WY US,APRSWXNET,44.040000915527344,-107.44999694824219,1362.5,-9999.0,null,null,null,true
AT956,W5DNT Hamilton                    TX US,APRSWXNET,31.600000381469727,-98.12999725341797,356.0,-9999.0,null,null,null,true
AS625,KF6RAL-5 Chokecherry Hollow       ID US,APRSWXNET,42.018798828125,-111.25655364990234,1837.0,-9999.0,null,null,null,true
AT954,K7JDK Portland                    OR US,APRSWXNET,45.45399856567383,-122.69400024414062,120.69999694824219,-9999.0,null,null,null,true
AS622,ND0B-1 Cathay                     ND US,APRSWXNET,47.57550048828125,-99.41683197021484,486.0,-9999.0,null,null,null,true
D8615,DW8615 Burnsville                 NC US,APRSWXNET,35.8650016784668,-82.31716918945312,914.4000244140625,-9999.0,null,null,null,true
WFPM4,WHITEFISH POINT,MQT_Meso,46.766998291015625,-84.96700286865234,204.89999389648438,-9999.0,null,null,null,true
AT992,K0RLV Holden                      MO US,APRSWXNET,38.70323181152344,-93.98908996582031,273.0,-9999.0,null,null,null,true
AS661,WW6RY Lancaster                   CA US,APRSWXNET,34.777000427246094,-118.27749633789062,751.0,-9999.0,null,null,null,true
AT991,KG4DRP Miami                      FL US,APRSWXNET,25.71367073059082,-80.42703247070312,2.200000047683716,-9999.0,null,null,null,true
C6609,CW6609 Arlington                  MA US,APRSWXNET,42.43193817138672,-71.17170715332031,97.0,-9999.0,null,null,null,true
C7931,CW7931 Wellsboro                  PA US,APRSWXNET,41.743831634521484,-77.2925033569336,460.20001220703125,-9999.0,null,null,null,true
SEDK1,LITTLE ARKANSAS RVR AT FRY BRIDG KS US        USGS,HADS2,37.883060455322266,-97.4241714477539,418.5,-9999.0,null,null,null,true
C7933,CW7933 Johnson City               NY US,APRSWXNET,42.104671478271484,-75.9638900756836,258.0,-9999.0,null,null,null,true
GFNG1,CABIN CREEK AT NORTH SECOND STRE GA US        USGS,HADS2,33.271671295166016,-84.23638916015625,231.60000610351562,-9999.0,null,null,null,true
AR328,N1EO Center Harbor                NH US,APRSWXNET,43.69832992553711,-71.4854965209961,252.39999389648438,-9999.0,null,null,null,true
AS659,N4APD-1 Altamonte Springs         FL US,APRSWXNET,28.664329528808594,-81.35900115966797,31.0,-9999.0,null,null,null,true
AS653,DG1HVV-3 Oebles-Schlechtewitz        DE,APRSWXNET,51.413780212402344,11.945210456848145,83.0,-9999.0,null,null,null,true
AT984,W5SRG Pearland                    TX US,APRSWXNET,29.558019638061523,-95.30058288574219,12.300000190734863,-9999.0,null,null,null,true
AR320,K6TZ Diablo Peak                  CA US,APRSWXNET,34.029571533203125,-119.78605651855469,757.0999755859375,-9999.0,null,null,null,true
AR321,K6DJR W.Menlo Park                CA US,APRSWXNET,37.434669494628906,-122.20632934570312,35.099998474121094,-9999.0,null,null,null,true
AT982,EA4GDE-1 Madrid                      ES,APRSWXNET,40.43204879760742,-3.6974499225616455,679.0,-9999.0,null,null,null,true
AS652,KB1MTS Ayer                       MA US,APRSWXNET,42.5483283996582,-71.56082916259766,92.0,-9999.0,null,null,null,true
AT987,KB0KBJ-3 Hayti                    SD US,APRSWXNET,44.65700149536133,-97.20366668701172,533.7000122070312,-9999.0,null,null,null,true
AS655,KE3HG-2 Pottstown                 PA US,APRSWXNET,40.224998474121094,-75.65450286865234,74.0,-9999.0,null,null,null,true
AS656,KB0NLY-3 Tyler                    MN US,APRSWXNET,44.27682876586914,-96.12982940673828,528.2000122070312,-9999.0,null,null,null,true
C6617,CW6617 Sandhurst                     UK,APRSWXNET,51.352169036865234,-0.773829996585846,83.0,-9999.0,null,null,null,true
CHKF1,CHEKIKA                          FL US,RAWS,25.625,-80.57969665527344,1.5,-9999.0,null,null,null,true
AT981,AC0HB-1 Marion                    IA US,APRSWXNET,42.04800033569336,-91.57450103759766,262.8999938964844,-9999.0,null,null,null,true
C6611,CW6611 Horsham                    PA US,APRSWXNET,40.1922607421875,-75.13004302978516,92.30000305175781,-9999.0,null,null,null,true
C7945,CW7945 Chalfont                   PA US,APRSWXNET,40.292999267578125,-75.22049713134766,106.69999694824219,-9999.0,null,null,null,true
C6612,CW6612 Cambridge                  MA US,APRSWXNET,42.3603515625,-71.08927154541016,94.0,-9999.0,null,null,null,true
C7946,CW7946 Malta                      NY US,APRSWXNET,42.97576904296875,-73.7845230102539,123.0,-9999.0,null,null,null,true
C6614,CW6614 Edmonton                   AB CA,APRSWXNET,53.425880432128906,-113.46591186523438,687.0,-9999.0,null,null,null,true
AR319,VK7HDM-5 Hobart                  TAS AU,APRSWXNET,-42.74205017089844,147.26690673828125,36.0,-9999.0,null,null,null,true
ULMM8,MISSOURI RIVER NEAR ULM 6E       MT US  USARMY-COE,HADS2,47.435829162597656,-111.38667297363281,1009.7999877929688,-9999.0,null,null,null,true
WRSN6,OATKA CREEK AT WARSAW 18SSE      NY US  USARMY-COE,HADS2,42.744171142578125,-78.13777923583984,524.2999877929688,-9999.0,null,null,null,true
TRDF1,Trident Pier, FL,NOS-NWLON,28.415000915527344,-80.59300231933594,0.0,-9999.0,null,null,null,true
AT974,N8VOE Tucson                      AZ US,APRSWXNET,32.292701721191406,-110.769287109375,831.2000122070312,-9999.0,null,null,null,true
AS642,WD4LUQ Dallas                     GA US,APRSWXNET,33.947669982910156,-84.84400177001953,286.5,-9999.0,null,null,null,true
AR312,WA6BAY-1 Soquel                   CA US,APRSWXNET,37.00217056274414,-121.93633270263672,137.5,-9999.0,null,null,null,true
AT973,WA6FIG Aurora                     CO US,APRSWXNET,39.677669525146484,-104.85517120361328,1603.0,-9999.0,null,null,null,true
AS643,K9SET Corydon                     IN US,APRSWXNET,38.208988189697266,-86.11157989501953,193.0,-9999.0,null,null,null,true
AS640,N1JKL Littleton                   MA US,APRSWXNET,42.54582977294922,-71.50450134277344,90.0,-9999.0,null,null,null,true
AT971,WD8MBE Massillon                  OH US,APRSWXNET,40.795448303222656,-81.45609283447266,326.1000061035156,-9999.0,null,null,null,true
AS641,W3JBS-2 Westtown                  PA US,APRSWXNET,39.95111083984375,-75.51045989990234,105.0,-9999.0,null,null,null,true
AR315,OH6GPB-1 Pietarsaari                 FI,APRSWXNET,63.668331146240234,22.7066707611084,12.0,-9999.0,null,null,null,true
AR316,N7OKG Deer Park                   WA US,APRSWXNET,48.085330963134766,-117.43183135986328,757.4000244140625,-9999.0,null,null,null,true
AT977,KC2ZGI Long lake                    NY,APRSWXNET,43.979251861572266,-74.43441772460938,503.0,-9999.0,null,null,null,true
AR313,WB6AHC-1 San Jose                 CA US,APRSWXNET,37.21833038330078,-121.85166931152344,81.4000015258789,-9999.0,null,null,null,true
CEDC,CEDARVILLE                       CA US AGRIMET,utmesnet,41.58528137207031,-120.17138671875,1402.0999755859375,-9999.0,null,null,null,true
AT975,F4UJU-13 Saumur                      FR,APRSWXNET,47.27320098876953,-0.07100000232458115,26.700000762939453,-9999.0,null,null,null,true
YEAA2,YUKON R AT EAGLE AK                    USGS,HADS,64.78943634033203,-141.19778442382812,287.3970031738281,-9999.0,null,null,null,true
SSMM8,SOUTH SAWMILL CREEK              MT US,RAWS,47.562198638916016,-107.52860260009766,1002.7999877929688,-9999.0,null,null,null,true
VNMI4,RACCOON RIVER AT VAN METER       IA US  USARMY-COE,HADS2,41.53388977050781,-93.94972229003906,256.29998779296875,-9999.0,null,null,null,true
KETI1,KETCHUM RANGER STATION NEAR KETC ID US        USBR,HADS2,43.68416976928711,-114.36028289794922,1795.300048828125,-9999.0,null,null,null,true
BTTM5,BAUDETTE                         MN US,RAWS,48.6702995300293,-94.61720275878906,339.20001220703125,-9999.0,null,null,null,true
FLDW4,FOUR LAKES AND FRENCH CREEK DITC WY US       WYSTO,HADS2,44.337799072265625,-106.99749755859375,2560.300048828125,-9999.0,null,null,null,true
ACHC2,SOUTH PLATTE RVR ABV CHEESMAN RE CO US        USGS,HADS2,39.16278076171875,-105.30972290039062,2086.699951171875,-9999.0,null,null,null,true
HTV5,Hartsville, TN,gpsmet,36.35770034790039,-86.08999633789062,196.89439392089844,-9999.0,null,null,null,true
LLAT2,Llano River at Llano,LCRA_quart,30.751169204711914,-98.66972351074219,299.1419982910156,-9999.0,null,null,null,true
SJST2,7NW San Angelo, TX,WT-Meso,31.54262924194336,-100.5132827758789,596.5,-9999.0,null,null,null,true
C7911,CW7911 Sebago                     ME US,APRSWXNET,43.879180908203125,-70.63127136230469,89.0,-9999.0,null,null,null,true
AT927,SQ3FYK Poznan                        PL,APRSWXNET,52.360801696777344,16.906200408935547,66.0,-9999.0,null,null,null,true
ARTN6,BLACK RIVER AT WATERTOWN         NY US        USGS,HADS2,43.98556137084961,-75.92500305175781,114.0,-9999.0,null,null,null,true
HRKC1,HARKNESS FLAT NEAR CHESTER 8NNW  CA US       CADWR,HADS2,40.418331146240234,-121.2750015258789,1889.800048828125,-9999.0,null,null,null,true
WRSM7,OSAGE RIVER AT WARSAW            MO US  USARMY-COE,HADS2,38.261390686035156,-93.4044418334961,193.5,-9999.0,null,null,null,true
WRSM8,WISE RIVER                       MT US,RAWS,45.78329849243164,-112.93329620361328,1738.5999755859375,-9999.0,null,null,null,true
AT924,WX4F Pilot Mountain               NC US,APRSWXNET,36.370628356933594,-80.47466278076172,330.0,-9999.0,null,null,null,true
AT929,N5RN-6 White Hall                 AR US,APRSWXNET,34.279788970947266,-92.10320281982422,79.69999694824219,-9999.0,null,null,null,true
AT923,N6TVE-11 San Marcos Pass          CA US,APRSWXNET,34.499168395996094,-119.81783294677734,640.0999755859375,-9999.0,null,null,null,true
KNNC1,KNEELAND                         CA US,RAWS,40.720001220703125,-123.92829895019531,834.2000122070312,-9999.0,null,null,null,true
AT921,W7CBM Salt Lake City              UT US,APRSWXNET,40.6531982421875,-111.85484313964844,1335.300048828125,-9999.0,null,null,null,true
C7925,CW7925 Holiday Island             AR US,APRSWXNET,36.493831634521484,-93.72250366210938,339.8999938964844,-9999.0,null,null,null,true
GSTO3,GERBER RESERVOIR                 OR US SNOTEL,utmesnet,42.209999084472656,-121.12999725341797,1478.300048828125,-9999.0,null,null,null,true
LWAT2,Lake Austin at Davenport Ranch,LCRA_quart,30.348560333251953,-97.7967300415039,147.55299377441406,-9999.0,null,null,null,true
C7929,CW7929 Yucca Valley               CA US,APRSWXNET,34.10029983520508,-116.38851165771484,1105.800048828125,-9999.0,null,null,null,true
OXSYZ,SANTA YNEZ                       CA US SBCAPCD,utmesnet,34.60829162597656,-120.07318115234375,210.0,-9999.0,null,null,null,true
JLNC1,JULIAN SAN DIEGO                       CA,,33.0797004699707,-116.60279846191406,1291.9000244140625,-9999.0,null,null,null,true
C7923,CW7923 Albuquerque                NM US,APRSWXNET,35.1510009765625,-106.71900177001953,1593.0,-9999.0,null,null,null,true
C7921,CW7921 New Topsail Beach          NC US,APRSWXNET,34.35749816894531,-77.64116668701172,9.5,-9999.0,null,null,null,true
AT915,DF7XF Gelsenkirchen                  DE,APRSWXNET,51.49633026123047,7.107500076293945,50.0,-9999.0,null,null,null,true
AT914,N8PFF Zanesville                  OH US,APRSWXNET,39.98283004760742,-82.01583099365234,247.0,-9999.0,null,null,null,true
AT919,N9KEL Marengo                     IL US,APRSWXNET,42.200199127197266,-88.65910339355469,246.0,-9999.0,null,null,null,true
AT918,W5UE Kiln                         MS US,APRSWXNET,30.40169906616211,-89.44969940185547,5.199999809265137,-9999.0,null,null,null,true
AT917,EB2EMZ-15 Llodio                     ES,APRSWXNET,43.14360809326172,-2.9633400440216064,125.0,-9999.0,null,null,null,true
TJMN2,TOE JAM                          NV US SNOTEL,utmesnet,41.31999969482422,-116.33999633789062,2362.199951171875,-9999.0,null,null,null,true
TLST2,Tulia 2NE,WT-Meso,34.542938232421875,-101.7405014038086,1060.0999755859375,-9999.0,null,null,null,true
ITKA2,Sitka, AK,NOS-NWLON,57.051700592041016,-135.34170532226562,0.0,-9999.0,null,null,null,true
IMWN2,IMMIGRATION WASH                 NV US,RAWS,37.919700622558594,-114.16670227050781,1898.9000244140625,-9999.0,null,null,null,true
PKGM5,POKEGAMA LAKE DAM NEAR GRAND RAP MN US  USARMY-COE,HADS,47.250831604003906,-93.58638763427734,390.1000061035156,-9999.0,null,null,null,true
AT910,N2EYI Johns Creek                 GA US,APRSWXNET,34.07271957397461,-84.18596649169922,333.0,-9999.0,null,null,null,true
BTTK1,PAWNEE RIVER NEAR BURDETT 7WNW   KS US        USGS,HADS2,38.206668853759766,-99.64305877685547,650.7000122070312,-9999.0,null,null,null,true
SOAC1,SODA CREEK                       CA US,RAWS,39.42499923706055,-122.97720336914062,525.7999877929688,-9999.0,null,null,null,true
NEAO1,LICKING RIVER NEAR NEWARK (WATER OH US  USARMY-COE,HADS2,40.05916976928711,-82.3397216796875,237.39999389648438,-9999.0,null,null,null,true
QLDI2,MISS RVR AT LOCK & DAM #21 NR QU IL US  USARMY-COE,HADS2,39.904170989990234,-91.4366683959961,147.1999969482422,-9999.0,null,null,null,true
AS617,W8GUC Vandalia                    OH US,APRSWXNET,39.8731689453125,-84.20883178710938,310.0,-9999.0,null,null,null,true
AT949,KI4AMD Glade Spring               VA US,APRSWXNET,36.730899810791016,-81.74169921875,614.2000122070312,-9999.0,null,null,null,true
TRDA2,Richardson Hwy @ Trims DOT MS MP 218.2,akdotroad,63.41604995727539,-145.74929809570312,755.0,-9999.0,null,null,null,true
AT948,KD5JXJ-2 Tupelo                   MS US,APRSWXNET,34.236698150634766,-88.67610168457031,74.69999694824219,-9999.0,null,null,null,true
AS618,W4DEX-2 Locust                    NC US,APRSWXNET,35.26033020019531,-80.42250061035156,226.0,-9999.0,null,null,null,true
AS615,SR7WXC Lodz                          PL,APRSWXNET,51.70249938964844,19.47949981689453,188.0,-9999.0,null,null,null,true
AT947,IK4DRY-3 Ravenna                     IT,APRSWXNET,44.47330093383789,12.089500427246094,2.5999999046325684,-9999.0,null,null,null,true
AT946,EA2RCU-15 Barrio san Bartolome       ES,APRSWXNET,43.13330078125,-2.950000047683716,200.0,-9999.0,null,null,null,true
MITC2,DEEP CREEK                       CO US,RAWS,39.77360153198242,-107.64689636230469,2866.300048828125,-9999.0,null,null,null,true
AT941,VE3EP Cherry Valley               ON CA,APRSWXNET,43.914878845214844,-77.18699645996094,86.0,-9999.0,null,null,null,true
AT940,CS1APO-11 Chamusca                   PT,APRSWXNET,39.354000091552734,-8.467300415039062,125.0,-9999.0,null,null,null,true
AS610,AF5AA Bell City                   LA US,APRSWXNET,30.019350051879883,-93.13037109375,3.0999999046325684,-9999.0,null,null,null,true
TAST2,Tahoka 3NE,WT-Meso,33.20746994018555,-101.78019714355469,946.0999755859375,-9999.0,null,null,null,true
AT945,KG6OPD-13 Nordland                WA US,APRSWXNET,48.05630111694336,-122.6865005493164,12.899999618530273,-9999.0,null,null,null,true
CTNC1,COTTONWOOD NEAR PLATINA 7WSW     CA US,HADS2,40.31694030761719,-122.88111114501953,1036.300048828125,-9999.0,null,null,null,true
AT944,N5DTX-6 Montague                  TX US,APRSWXNET,33.689170837402344,-97.76750183105469,352.0,-9999.0,null,null,null,true
RCDI4,Cedar Rapids (I-380),iadotmet,41.97800064086914,-91.67449951171875,235.8000030517578,-9999.0,null,null,null,true
AS614,KB5DPX Petoskey                   MI US,APRSWXNET,45.361270904541016,-84.95110321044922,228.0,-9999.0,null,null,null,true
AT943,IK5NLA Vaiano                        IT,APRSWXNET,43.966670989990234,11.103670120239258,520.0,-9999.0,null,null,null,true
AS612,MEARES Cape Meares                OR US,APRSWXNET,45.466068267822266,-123.92098236083984,433.0,-9999.0,null,null,null,true
BIG,Coxs Well,arlfrd,43.29409408569336,-113.18161010742188,1585.0,-9999.0,null,null,null,true
C7904,CW7904 Fremont                    OH US,APRSWXNET,41.3371696472168,-83.20066833496094,201.0,-9999.0,null,null,null,true
GSTPS,Giant Steps                      UT US AVALANCHE,utmesnet,40.836299896240234,-111.05428314208984,2781.60009765625,-9999.0,null,null,null,true
FLDT1,FORT LOUDON DAM RAIN GAUGE NR LE TN US         TVA,HADS2,35.79222106933594,-84.24555969238281,239.3000030517578,-9999.0,null,null,null,true
NKTA2,Nikiski,nosports,60.68299865722656,-151.3979949951172,0.0,-9999.0,null,null,null,true
OCWC1,BORREGO SPRINGS SAN DIEGO              CA,,33.15829849243164,-116.16670227050781,123.8239974975586,-9999.0,null,null,null,true
HAZW4,NORTH FORK POWDER RVR NR HAZLETO WY US        USGS,HADS2,44.02777862548828,-107.08027648925781,2493.300048828125,-9999.0,null,null,null,true
HEEA4,MISSISSIPPI RIVER AT HELENA      AR US  USARMY-COE,HADS2,34.52027893066406,-90.59082794189453,59.400001525878906,-9999.0,null,null,null,true
EDTF1,EDDY TOWER                       FL US,RAWS,30.541900634765625,-82.34329986572266,39.900001525878906,-9999.0,null,null,null,true
AT938,EA1YO Torrellavega                   ES,APRSWXNET,43.33919906616211,-4.050300121307373,70.0,-9999.0,null,null,null,true
AS607,AC7SG Lake Goodwin                WA US,APRSWXNET,48.164920806884766,-122.26824188232422,115.0,-9999.0,null,null,null,true
AT937,N4LEC Douglasville                GA US,APRSWXNET,33.69245147705078,-84.70722961425781,306.0,-9999.0,null,null,null,true
AT936,KE7QYU-13 La Grande               OR US,APRSWXNET,45.3253288269043,-118.09916687011719,852.0,-9999.0,null,null,null,true
AS605,K9JVA Cincinnati                  OH US,APRSWXNET,39.19449996948242,-84.36582946777344,250.0,-9999.0,null,null,null,true
AT935,VE3HMS South River                ON CA,APRSWXNET,45.83958053588867,-79.38906860351562,365.0,-9999.0,null,null,null,true
BHQIN,Quinsam R. at Argonaut Brg       BC CN,utmesnet,49.93000030517578,-125.5093994140625,280.1000061035156,-9999.0,null,null,null,true
AT939,VR2VAV-3 Guangdong                   CN,APRSWXNET,22.951499938964844,113.66429901123047,2.5,-9999.0,null,null,null,true
AS609,K3DAD-1 Sipesville                PA US,APRSWXNET,40.11532974243164,-79.09667205810547,600.5,-9999.0,null,null,null,true
PIAI2,ILLINOIS RIVER  AT PEORIA (BOAT  IL US  USARMY-COE,HADS2,40.70389175415039,-89.56639099121094,140.1999969482422,-9999.0,null,null,null,true
AT930,WA8ULG-2 Largo                    FL US,APRSWXNET,27.86992073059082,-82.77020263671875,10.699999809265137,-9999.0,null,null,null,true
AT934,EA1AHY Torrelavega                   ES,APRSWXNET,43.35300064086914,-4.044169902801514,28.0,-9999.0,null,null,null,true
AS602,WL7CLI Des Moines                 IA US,APRSWXNET,41.628910064697266,-93.53443145751953,280.0,-9999.0,null,null,null,true
AT933,WB7TUJ Mesa                       AZ US,APRSWXNET,33.388301849365234,-111.7938003540039,375.1000061035156,-9999.0,null,null,null,true
AT932,KG6UWN La Honda                     CA,APRSWXNET,37.320098876953125,-122.26329803466797,246.0,-9999.0,null,null,null,true
FADT2,MCFADDIN                         TX US,RAWS,29.707199096679688,-94.12110137939453,1.5,-9999.0,null,null,null,true
MTTC1,MINARETS                         CA US,RAWS,37.40719985961914,-119.34559631347656,1627.5999755859375,-9999.0,null,null,null,true
ILTP1,WEST BRANCH SUSQUEHANNA RVR AT W PA US        USGS,HADS2,41.01860809326172,-76.86528015136719,134.10000610351562,-9999.0,null,null,null,true
MKZO3,MCKENZIE                         OR US SNOTEL,utmesnet,44.209999084472656,-121.87000274658203,1463.0,-9999.0,null,null,null,true
LOKC1,FRAZIER PARK VENTURA                   CA,,34.733299255371094,-119.10389709472656,1574.6650390625,-9999.0,null,null,null,true
BRND1,Brandywine Shl,nosports,38.98699951171875,-75.11299896240234,0.0,-9999.0,null,null,null,true
